ESTACION,TIEMPO,AIRETEMPERATURA,BULBOTEMPERATURA,HUMEDAD,INTECIDADLLUVIA,INTERVALOLLUVIA,LLUVIATOTAL,PRECICION,DIRECIONVIENTO,VELOCIDADVIENTO,VELOCIDADMAXIMA,BAROMETRICA,RADIACIONSOLAR,RUMBO,BATERIA,HORAMEDICION,ID
Oak Street Weather Station,11/03/2016 12:00:00 p. m.,12,108,87,0,0,26,0,54,12,17,10012,397,1,12,11/03/2016 12:00:00 p. m.,OakStreetWeatherStation201611031200
63rd Street Weather Station,11/03/2016 1:00:00 p. m.,129,115,86,0,0,355,0,81,23,29,10005,519,354,119,11/03/2016 1:00:00 p. m.,63rdStreetWeatherStation201611031300
Oak Street Weather Station,11/03/2016 1:00:00 p. m.,117,106,88,0,0,26,0,93,11,21,10009,29,1,121,11/03/2016 1:00:00 p. m.,OakStreetWeatherStation201611031300
63rd Street Weather Station,11/03/2016 2:00:00 p. m.,129,112,82,0,0,355,0,88,18,28,10001,271,355,119,11/03/2016 2:00:00 p. m.,63rdStreetWeatherStation201611031400
Oak Street Weather Station,11/03/2016 2:00:00 p. m.,125,108,82,0,0,26,0,110,18,23,10003,145,1,122,11/03/2016 2:00:00 p. m.,OakStreetWeatherStation201611031400
63rd Street Weather Station,11/03/2016 3:00:00 p. m.,129,113,83,0,0,355,0,101,2,28,9998,192,354,119,11/03/2016 3:00:00 p. m.,63rdStreetWeatherStation201611031500
Oak Street Weather Station,11/03/2016 3:00:00 p. m.,127,109,81,0,0,26,0,100,21,26,10001,55,1,121,11/03/2016 3:00:00 p. m.,OakStreetWeatherStation201611031500
63rd Street Weather Station,11/03/2016 4:00:00 p. m.,133,114,80,0,0,355,0,114,13,23,10004,244,353,119,11/03/2016 4:00:00 p. m.,63rdStreetWeatherStation201611031600
Oak Street Weather Station,11/03/2016 4:00:00 p. m.,129,109,79,0,0,26,0,108,17,21,10009,50,1,12,11/03/2016 4:00:00 p. m.,OakStreetWeatherStation201611031600
63rd Street Weather Station,11/03/2016 5:00:00 p. m.,132,113,79,0,0,355,0,78,17,23,1001,94,353,118,11/03/2016 5:00:00 p. m.,63rdStreetWeatherStation201611031700
Oak Street Weather Station,11/03/2016 5:00:00 p. m.,133,11,76,0,0,26,0,68,8,11,10015,14,1,118,11/03/2016 5:00:00 p. m.,OakStreetWeatherStation201611031700
63rd Street Weather Station,11/03/2016 6:00:00 p. m.,129,112,82,0,0,355,0,92,4,6,10012,3,354,119,11/03/2016 6:00:00 p. m.,63rdStreetWeatherStation201611031800
Oak Street Weather Station,11/03/2016 6:00:00 p. m.,133,111,77,0,0,26,0,53,7,9,10019,0,1,12,11/03/2016 6:00:00 p. m.,OakStreetWeatherStation201611031800
63rd Street Weather Station,11/03/2016 7:00:00 p. m.,132,116,83,0,0,355,0,64,18,23,10022,3,354,118,11/03/2016 7:00:00 p. m.,63rdStreetWeatherStation201611031900
Oak Street Weather Station,11/03/2016 7:00:00 p. m.,134,109,75,0,0,26,0,144,5,1,10027,0,1,119,11/03/2016 7:00:00 p. m.,OakStreetWeatherStation201611031900
63rd Street Weather Station,11/03/2016 8:00:00 p. m.,134,12,85,0,0,355,0,23,22,38,10025,3,354,119,11/03/2016 8:00:00 p. m.,63rdStreetWeatherStation201611032000
63rd Street Weather Station,11/03/2016 9:00:00 p. m.,136,125,88,0,0,355,0,29,59,97,10032,2,354,119,11/03/2016 9:00:00 p. m.,63rdStreetWeatherStation201611032100
Oak Street Weather Station,11/03/2016 9:00:00 p. m.,136,121,85,0,0,26,0,26,4,58,10042,0,1,12,11/03/2016 9:00:00 p. m.,OakStreetWeatherStation201611032100
63rd Street Weather Station,11/03/2016 10:00:00 p. m.,135,12,84,0,0,355,0,40,52,86,10038,2,354,119,11/03/2016 10:00:00 p. m.,63rdStreetWeatherStation201611032200
Oak Street Weather Station,11/03/2016 10:00:00 p. m.,135,12,85,0,0,26,0,25,47,64,10048,0,1,121,11/03/2016 10:00:00 p. m.,OakStreetWeatherStation201611032200
63rd Street Weather Station,11/03/2016 11:00:00 p. m.,135,116,81,0,0,355,0,38,59,95,10045,3,354,119,11/03/2016 11:00:00 p. m.,63rdStreetWeatherStation201611032300
Oak Street Weather Station,11/03/2016 11:00:00 p. m.,133,112,78,0,0,26,0,29,46,59,10052,0,1,121,11/03/2016 11:00:00 p. m.,OakStreetWeatherStation201611032300
63rd Street Weather Station,11/04/2016 12:00:00 a. m.,132,109,76,0,0,355,0,54,29,58,10046,3,354,119,11/04/2016 12:00:00 a. m.,63rdStreetWeatherStation201611042400
Oak Street Weather Station,11/04/2016 12:00:00 a. m.,132,107,74,0,0,26,0,48,55,6,10054,0,1,12,11/04/2016 12:00:00 a. m.,OakStreetWeatherStation201611042400
63rd Street Weather Station,11/04/2016 1:00:00 a. m.,13,104,73,0,0,355,0,63,39,64,10053,3,354,12,11/04/2016 1:00:00 a. m.,63rdStreetWeatherStation201611040100
63rd Street Weather Station,11/04/2016 2:00:00 a. m.,128,10,71,0,0,355,0,65,48,74,10055,3,354,119,11/04/2016 2:00:00 a. m.,63rdStreetWeatherStation201611040200
Oak Street Weather Station,11/04/2016 2:00:00 a. m.,13,105,73,0,0,26,0,47,48,55,10062,0,1,121,11/04/2016 2:00:00 a. m.,OakStreetWeatherStation201611040200
63rd Street Weather Station,11/04/2016 3:00:00 a. m.,126,10,73,0,0,355,0,60,3,52,10057,3,354,119,11/04/2016 3:00:00 a. m.,63rdStreetWeatherStation201611040300
Oak Street Weather Station,11/04/2016 3:00:00 a. m.,128,103,74,0,0,26,0,66,39,47,10063,0,1,121,11/04/2016 3:00:00 a. m.,OakStreetWeatherStation201611040300
63rd Street Weather Station,11/04/2016 4:00:00 a. m.,126,103,76,0,0,355,0,65,45,62,10059,3,354,118,11/04/2016 4:00:00 a. m.,63rdStreetWeatherStation201611040400
Oak Street Weather Station,11/04/2016 4:00:00 a. m.,128,10,71,0,0,26,0,53,31,4,10067,0,1,121,11/04/2016 4:00:00 a. m.,OakStreetWeatherStation201611040400
63rd Street Weather Station,11/04/2016 5:00:00 a. m.,123,10,75,0,0,355,0,61,21,4,10063,3,354,119,11/04/2016 5:00:00 a. m.,63rdStreetWeatherStation201611040500
Oak Street Weather Station,11/04/2016 5:00:00 a. m.,124,96,70,0,0,26,0,67,19,28,10069,0,1,12,11/04/2016 5:00:00 a. m.,OakStreetWeatherStation201611040500
63rd Street Weather Station,11/04/2016 6:00:00 a. m.,124,99,73,0,0,355,0,67,33,41,10069,3,354,119,11/04/2016 6:00:00 a. m.,63rdStreetWeatherStation201611040600
Oak Street Weather Station,11/04/2016 6:00:00 a. m.,125,95,69,0,0,26,0,66,34,36,10074,0,1,118,11/04/2016 6:00:00 a. m.,OakStreetWeatherStation201611040600
63rd Street Weather Station,11/04/2016 7:00:00 a. m.,122,97,73,0,0,355,0,38,25,49,10071,3,354,119,11/04/2016 7:00:00 a. m.,63rdStreetWeatherStation201611040700
Oak Street Weather Station,11/04/2016 7:00:00 a. m.,124,98,72,0,0,26,0,44,28,39,10078,0,1,12,11/04/2016 7:00:00 a. m.,OakStreetWeatherStation201611040700
63rd Street Weather Station,11/04/2016 8:00:00 a. m.,123,97,72,0,0,355,0,60,19,36,10077,19,354,119,11/04/2016 8:00:00 a. m.,63rdStreetWeatherStation201611040800
Oak Street Weather Station,11/04/2016 8:00:00 a. m.,124,96,70,0,0,26,0,38,26,31,10083,77,1,121,11/04/2016 8:00:00 a. m.,OakStreetWeatherStation201611040800
63rd Street Weather Station,11/04/2016 9:00:00 a. m.,123,95,71,0,0,355,0,61,2,38,10083,35,354,119,11/04/2016 9:00:00 a. m.,63rdStreetWeatherStation201611040900
Oak Street Weather Station,11/04/2016 9:00:00 a. m.,124,96,70,0,0,26,0,42,23,29,10087,29,1,121,11/04/2016 9:00:00 a. m.,OakStreetWeatherStation201611040900
63rd Street Weather Station,11/04/2016 10:00:00 a. m.,126,97,69,0,0,355,0,66,13,15,10085,351,354,119,11/04/2016 10:00:00 a. m.,63rdStreetWeatherStation201611041000
Oak Street Weather Station,11/04/2016 10:00:00 a. m.,128,97,68,0,0,26,0,58,1,14,1009,374,1,121,11/04/2016 10:00:00 a. m.,OakStreetWeatherStation201611041000
63rd Street Weather Station,11/04/2016 11:00:00 a. m.,127,98,69,0,0,355,0,81,24,31,10083,460,354,118,11/04/2016 11:00:00 a. m.,63rdStreetWeatherStation201611041100
Oak Street Weather Station,11/04/2016 11:00:00 a. m.,128,95,65,0,0,26,0,94,1,12,10089,466,1,12,11/04/2016 11:00:00 a. m.,OakStreetWeatherStation201611041100
63rd Street Weather Station,11/04/2016 12:00:00 p. m.,129,99,68,0,0,355,0,54,14,22,10085,523,355,119,11/04/2016 12:00:00 p. m.,63rdStreetWeatherStation201611041200
Oak Street Weather Station,11/04/2016 12:00:00 p. m.,129,97,67,0,0,26,0,76,17,21,1009,506,1,122,11/04/2016 12:00:00 p. m.,OakStreetWeatherStation201611041200
63rd Street Weather Station,11/04/2016 1:00:00 p. m.,128,97,68,0,0,355,0,108,2,29,10076,536,353,119,11/04/2016 1:00:00 p. m.,63rdStreetWeatherStation201611041300
Oak Street Weather Station,11/04/2016 1:00:00 p. m.,123,94,68,0,0,26,0,91,19,23,10079,23,1,121,11/04/2016 1:00:00 p. m.,OakStreetWeatherStation201611041300
63rd Street Weather Station,11/04/2016 2:00:00 p. m.,129,98,67,0,0,355,0,118,11,26,10071,489,354,116,11/04/2016 2:00:00 p. m.,63rdStreetWeatherStation201611041400
Oak Street Weather Station,11/04/2016 2:00:00 p. m.,128,98,69,0,0,26,0,97,23,28,10074,428,1,12,11/04/2016 2:00:00 p. m.,OakStreetWeatherStation201611041400
63rd Street Weather Station,11/04/2016 3:00:00 p. m.,132,104,71,0,0,355,0,103,22,28,10067,386,353,119,11/04/2016 3:00:00 p. m.,63rdStreetWeatherStation201611041500
Oak Street Weather Station,11/04/2016 3:00:00 p. m.,126,98,71,0,0,26,0,100,22,27,10071,23,1,121,11/04/2016 3:00:00 p. m.,OakStreetWeatherStation201611041500
63rd Street Weather Station,11/04/2016 4:00:00 p. m.,136,109,72,0,0,355,0,125,9,12,10067,249,353,119,11/04/2016 4:00:00 p. m.,63rdStreetWeatherStation201611041600
Oak Street Weather Station,11/04/2016 4:00:00 p. m.,134,104,69,0,0,26,0,110,27,42,10068,21,1,12,11/04/2016 4:00:00 p. m.,OakStreetWeatherStation201611041600
63rd Street Weather Station,11/04/2016 5:00:00 p. m.,136,111,74,0,0,355,0,133,13,2,10063,93,353,12,11/04/2016 5:00:00 p. m.,63rdStreetWeatherStation201611041700
Oak Street Weather Station,11/04/2016 5:00:00 p. m.,144,109,66,0,0,26,0,116,27,38,10065,13,1,121,11/04/2016 5:00:00 p. m.,OakStreetWeatherStation201611041700
63rd Street Weather Station,11/04/2016 6:00:00 p. m.,132,11,77,0,0,355,0,166,26,37,1006,3,354,119,11/04/2016 6:00:00 p. m.,63rdStreetWeatherStation201611041800
Oak Street Weather Station,11/04/2016 6:00:00 p. m.,143,112,69,0,0,26,0,118,11,16,10063,0,1,12,11/04/2016 6:00:00 p. m.,OakStreetWeatherStation201611041800
63rd Street Weather Station,11/04/2016 7:00:00 p. m.,129,108,78,0,0,355,0,173,8,12,10059,3,354,119,11/04/2016 7:00:00 p. m.,63rdStreetWeatherStation201611041900
Oak Street Weather Station,11/04/2016 7:00:00 p. m.,141,114,73,0,0,26,0,116,23,36,10059,0,1,121,11/04/2016 7:00:00 p. m.,OakStreetWeatherStation201611041900
63rd Street Weather Station,11/04/2016 8:00:00 p. m.,125,10,74,0,0,355,0,215,9,16,10054,3,354,119,11/04/2016 8:00:00 p. m.,63rdStreetWeatherStation201611042000
Oak Street Weather Station,11/04/2016 8:00:00 p. m.,145,112,67,0,0,26,0,121,15,22,10057,0,1,12,11/04/2016 8:00:00 p. m.,OakStreetWeatherStation201611042000
63rd Street Weather Station,11/04/2016 9:00:00 p. m.,123,99,74,0,0,355,0,242,18,24,10053,3,354,119,11/04/2016 9:00:00 p. m.,63rdStreetWeatherStation201611042100
Oak Street Weather Station,11/04/2016 9:00:00 p. m.,152,11,60,0,0,26,0,259,28,57,10056,0,1,12,11/04/2016 9:00:00 p. m.,OakStreetWeatherStation201611042100
63rd Street Weather Station,11/04/2016 10:00:00 p. m.,122,98,73,0,0,355,0,256,3,38,10054,3,354,119,11/04/2016 10:00:00 p. m.,63rdStreetWeatherStation201611042200
Oak Street Weather Station,11/04/2016 10:00:00 p. m.,148,108,61,0,0,26,0,273,27,56,10057,0,0,12,11/04/2016 10:00:00 p. m.,OakStreetWeatherStation201611042200
63rd Street Weather Station,11/04/2016 11:00:00 p. m.,119,95,74,0,0,355,0,251,3,38,1005,3,354,119,11/04/2016 11:00:00 p. m.,63rdStreetWeatherStation201611042300
Oak Street Weather Station,11/04/2016 11:00:00 p. m.,146,106,61,0,0,26,0,277,26,74,10051,0,1,121,11/04/2016 11:00:00 p. m.,OakStreetWeatherStation201611042300
63rd Street Weather Station,11/05/2016 12:00:00 a. m.,118,95,75,0,0,355,0,259,34,48,10048,3,354,119,11/05/2016 12:00:00 a. m.,63rdStreetWeatherStation201611052400
Oak Street Weather Station,11/05/2016 12:00:00 a. m.,143,103,61,0,0,26,0,268,23,39,10049,0,1,121,11/05/2016 12:00:00 a. m.,OakStreetWeatherStation201611052400
63rd Street Weather Station,11/05/2016 1:00:00 a. m.,111,91,77,0,0,355,0,242,22,36,1005,3,353,119,11/05/2016 1:00:00 a. m.,63rdStreetWeatherStation201611050100
Oak Street Weather Station,11/05/2016 1:00:00 a. m.,14,103,63,0,0,26,0,274,3,66,10051,0,1,12,11/05/2016 1:00:00 a. m.,OakStreetWeatherStation201611050100
63rd Street Weather Station,11/05/2016 2:00:00 a. m.,103,87,82,0,0,355,0,249,21,35,10048,3,354,118,11/05/2016 2:00:00 a. m.,63rdStreetWeatherStation201611050200
Oak Street Weather Station,11/05/2016 2:00:00 a. m.,136,101,65,0,0,26,0,275,3,65,1005,0,1,121,11/05/2016 2:00:00 a. m.,OakStreetWeatherStation201611050200
63rd Street Weather Station,11/05/2016 3:00:00 a. m.,102,87,82,0,0,355,0,253,28,48,10046,3,354,119,11/05/2016 3:00:00 a. m.,63rdStreetWeatherStation201611050300
Oak Street Weather Station,11/05/2016 3:00:00 a. m.,132,10,66,0,0,26,0,266,48,104,10046,0,1,12,11/05/2016 3:00:00 a. m.,OakStreetWeatherStation201611050300
63rd Street Weather Station,11/05/2016 4:00:00 a. m.,103,86,81,0,0,355,0,251,35,51,10045,3,354,12,11/05/2016 4:00:00 a. m.,63rdStreetWeatherStation201611050400
63rd Street Weather Station,11/05/2016 5:00:00 a. m.,101,84,79,0,0,355,0,254,34,48,10049,3,354,119,11/05/2016 5:00:00 a. m.,63rdStreetWeatherStation201611050500
Oak Street Weather Station,11/05/2016 5:00:00 a. m.,124,95,69,0,0,26,0,269,26,68,1005,0,1,12,11/05/2016 5:00:00 a. m.,OakStreetWeatherStation201611050500
63rd Street Weather Station,11/05/2016 6:00:00 a. m.,96,81,83,0,0,355,0,250,28,37,10051,3,353,12,11/05/2016 6:00:00 a. m.,63rdStreetWeatherStation201611050600
63rd Street Weather Station,11/05/2016 7:00:00 a. m.,10,84,81,0,0,355,0,256,39,53,10052,3,354,119,11/05/2016 7:00:00 a. m.,63rdStreetWeatherStation201611050700
Oak Street Weather Station,11/05/2016 7:00:00 a. m.,124,94,68,0,0,26,0,271,4,91,10052,0,1,121,11/05/2016 7:00:00 a. m.,OakStreetWeatherStation201611050700
63rd Street Weather Station,11/05/2016 8:00:00 a. m.,103,85,79,0,0,355,0,258,43,6,10054,23,354,118,11/05/2016 8:00:00 a. m.,63rdStreetWeatherStation201611050800
Oak Street Weather Station,11/05/2016 8:00:00 a. m.,124,94,68,0,0,26,0,266,36,82,10055,45,0,12,11/05/2016 8:00:00 a. m.,OakStreetWeatherStation201611050800
63rd Street Weather Station,11/05/2016 9:00:00 a. m.,116,93,75,0,0,355,0,257,43,63,10056,37,354,119,11/05/2016 9:00:00 a. m.,63rdStreetWeatherStation201611050900
Oak Street Weather Station,11/05/2016 9:00:00 a. m.,127,97,69,0,0,26,0,271,32,75,10057,38,0,12,11/05/2016 9:00:00 a. m.,OakStreetWeatherStation201611050900
63rd Street Weather Station,11/05/2016 10:00:00 a. m.,14,109,70,0,0,355,0,259,35,52,10057,326,354,119,11/05/2016 10:00:00 a. m.,63rdStreetWeatherStation201611051000
Oak Street Weather Station,11/05/2016 10:00:00 a. m.,146,109,64,0,0,26,0,267,24,54,10057,334,1,121,11/05/2016 10:00:00 a. m.,OakStreetWeatherStation201611051000
63rd Street Weather Station,11/05/2016 11:00:00 a. m.,162,124,64,0,0,355,0,252,3,53,10053,436,354,119,11/05/2016 11:00:00 a. m.,63rdStreetWeatherStation201611051100
Oak Street Weather Station,11/05/2016 11:00:00 a. m.,168,12,57,0,0,26,0,278,21,38,10055,430,3,121,11/05/2016 11:00:00 a. m.,OakStreetWeatherStation201611051100
63rd Street Weather Station,11/05/2016 12:00:00 p. m.,181,131,57,0,0,355,0,258,37,66,10049,505,355,119,11/05/2016 12:00:00 p. m.,63rdStreetWeatherStation201611051200
Oak Street Weather Station,11/05/2016 12:00:00 p. m.,185,127,51,0,0,26,0,253,15,44,10052,474,1,119,11/05/2016 12:00:00 p. m.,OakStreetWeatherStation201611051200
63rd Street Weather Station,11/05/2016 1:00:00 p. m.,192,135,53,0,0,355,0,258,38,68,10043,530,354,119,11/05/2016 1:00:00 p. m.,63rdStreetWeatherStation201611051300
Oak Street Weather Station,11/05/2016 1:00:00 p. m.,191,128,48,0,0,26,0,283,19,28,10044,32,1,122,11/05/2016 1:00:00 p. m.,OakStreetWeatherStation201611051300
63rd Street Weather Station,11/05/2016 2:00:00 p. m.,197,136,51,0,0,355,0,252,49,66,10037,369,354,12,11/05/2016 2:00:00 p. m.,63rdStreetWeatherStation201611051400
Oak Street Weather Station,11/05/2016 2:00:00 p. m.,205,136,46,0,0,26,0,320,7,18,10039,398,1,121,11/05/2016 2:00:00 p. m.,OakStreetWeatherStation201611051400
63rd Street Weather Station,11/05/2016 3:00:00 p. m.,203,14,50,0,0,355,0,266,37,62,10032,378,354,119,11/05/2016 3:00:00 p. m.,63rdStreetWeatherStation201611051500
Oak Street Weather Station,11/05/2016 3:00:00 p. m.,199,135,49,0,0,26,0,324,4,22,10032,23,1,12,11/05/2016 3:00:00 p. m.,OakStreetWeatherStation201611051500
63rd Street Weather Station,11/05/2016 4:00:00 p. m.,202,14,50,0,0,355,0,255,4,66,10028,233,353,118,11/05/2016 4:00:00 p. m.,63rdStreetWeatherStation201611051600
Oak Street Weather Station,11/05/2016 4:00:00 p. m.,204,137,47,0,0,26,0,295,1,2,10029,19,1,119,11/05/2016 4:00:00 p. m.,OakStreetWeatherStation201611051600
63rd Street Weather Station,11/05/2016 5:00:00 p. m.,199,14,52,0,0,355,0,252,3,51,10026,87,354,119,11/05/2016 5:00:00 p. m.,63rdStreetWeatherStation201611051700
Oak Street Weather Station,11/05/2016 5:00:00 p. m.,20,135,48,0,0,26,0,259,15,38,10028,12,1,119,11/05/2016 5:00:00 p. m.,OakStreetWeatherStation201611051700
63rd Street Weather Station,11/05/2016 6:00:00 p. m.,184,133,56,0,0,355,0,247,16,24,10029,1,354,118,11/05/2016 6:00:00 p. m.,63rdStreetWeatherStation201611051800
Oak Street Weather Station,11/05/2016 6:00:00 p. m.,195,135,51,0,0,26,0,231,11,25,10032,-2,0,118,11/05/2016 6:00:00 p. m.,OakStreetWeatherStation201611051800
63rd Street Weather Station,11/05/2016 7:00:00 p. m.,172,131,63,0,0,355,0,240,23,35,10034,2,356,119,11/05/2016 7:00:00 p. m.,63rdStreetWeatherStation201611051900
Oak Street Weather Station,11/05/2016 7:00:00 p. m.,192,135,53,0,0,26,0,245,13,38,10036,-2,1,12,11/05/2016 7:00:00 p. m.,OakStreetWeatherStation201611051900
63rd Street Weather Station,11/05/2016 8:00:00 p. m.,163,13,69,0,0,355,0,240,28,4,10038,2,354,119,11/05/2016 8:00:00 p. m.,63rdStreetWeatherStation201611052000
Oak Street Weather Station,11/05/2016 8:00:00 p. m.,179,132,59,0,0,26,0,265,13,27,1004,-2,0,121,11/05/2016 8:00:00 p. m.,OakStreetWeatherStation201611052000
63rd Street Weather Station,11/05/2016 9:00:00 p. m.,154,124,72,0,0,355,0,241,24,33,10039,2,355,119,11/05/2016 9:00:00 p. m.,63rdStreetWeatherStation201611052100
Oak Street Weather Station,11/05/2016 9:00:00 p. m.,173,131,62,0,0,26,0,267,35,64,10041,-2,1,121,11/05/2016 9:00:00 p. m.,OakStreetWeatherStation201611052100
63rd Street Weather Station,11/05/2016 10:00:00 p. m.,149,121,73,0,0,355,0,243,28,47,1004,2,354,119,11/05/2016 10:00:00 p. m.,63rdStreetWeatherStation201611052200
Oak Street Weather Station,11/05/2016 10:00:00 p. m.,167,128,64,0,0,26,0,262,23,49,10041,0,1,12,11/05/2016 10:00:00 p. m.,OakStreetWeatherStation201611052200
63rd Street Weather Station,11/05/2016 11:00:00 p. m.,14,117,76,0,0,355,0,248,25,3,1004,2,355,119,11/05/2016 11:00:00 p. m.,63rdStreetWeatherStation201611052300
Oak Street Weather Station,11/05/2016 11:00:00 p. m.,163,125,65,0,0,26,0,272,26,52,10041,-2,1,121,11/05/2016 11:00:00 p. m.,OakStreetWeatherStation201611052300
63rd Street Weather Station,11/06/2016 12:00:00 a. m.,133,114,79,0,0,355,0,252,28,42,1004,3,354,119,11/06/2016 12:00:00 a. m.,63rdStreetWeatherStation201611062400
Oak Street Weather Station,11/06/2016 12:00:00 a. m.,155,121,68,0,0,26,0,273,2,62,10044,0,1,12,11/06/2016 12:00:00 a. m.,OakStreetWeatherStation201611062400
Oak Street Weather Station,11/06/2016 1:00:00 a. m.,15,119,69,0,0,26,0,263,33,69,10046,0,1,121,11/06/2016 1:00:00 a. m.,OakStreetWeatherStation201611060100
63rd Street Weather Station,11/06/2016 2:00:00 a. m.,124,108,83,0,0,355,0,258,31,55,10041,3,353,119,11/06/2016 2:00:00 a. m.,63rdStreetWeatherStation201611060200
Oak Street Weather Station,11/06/2016 2:00:00 a. m.,146,116,70,0,0,26,0,272,3,92,10043,0,1,12,11/06/2016 2:00:00 a. m.,OakStreetWeatherStation201611060200
63rd Street Weather Station,11/06/2016 3:00:00 a. m.,117,102,83,0,0,355,0,258,34,48,10042,3,354,119,11/06/2016 3:00:00 a. m.,63rdStreetWeatherStation201611060300
Oak Street Weather Station,11/06/2016 3:00:00 a. m.,138,111,72,0,0,26,0,280,27,73,10044,0,1,12,11/06/2016 3:00:00 a. m.,OakStreetWeatherStation201611060300
63rd Street Weather Station,11/06/2016 4:00:00 a. m.,113,99,84,0,0,355,0,260,38,5,10046,3,354,119,11/06/2016 4:00:00 a. m.,63rdStreetWeatherStation201611060400
Oak Street Weather Station,11/06/2016 4:00:00 a. m.,139,11,71,0,0,26,0,278,3,65,10049,0,0,119,11/06/2016 4:00:00 a. m.,OakStreetWeatherStation201611060400
63rd Street Weather Station,11/06/2016 5:00:00 a. m.,107,95,86,0,0,355,0,258,31,39,10051,3,354,119,11/06/2016 5:00:00 a. m.,63rdStreetWeatherStation201611060500
Oak Street Weather Station,11/06/2016 5:00:00 a. m.,139,11,71,0,0,26,0,267,3,75,10052,0,1,12,11/06/2016 5:00:00 a. m.,OakStreetWeatherStation201611060500
63rd Street Weather Station,11/06/2016 6:00:00 a. m.,104,92,86,0,0,355,0,258,33,45,10052,3,354,119,11/06/2016 6:00:00 a. m.,63rdStreetWeatherStation201611060600
Oak Street Weather Station,11/06/2016 6:00:00 a. m.,133,106,72,0,0,26,0,270,21,71,10056,0,0,12,11/06/2016 6:00:00 a. m.,OakStreetWeatherStation201611060600
63rd Street Weather Station,11/06/2016 7:00:00 a. m.,104,91,85,0,0,355,0,260,34,46,10057,22,354,119,11/06/2016 7:00:00 a. m.,63rdStreetWeatherStation201611060700
Oak Street Weather Station,11/06/2016 7:00:00 a. m.,133,106,72,0,0,26,0,261,31,64,1006,35,1,121,11/06/2016 7:00:00 a. m.,OakStreetWeatherStation201611060700
63rd Street Weather Station,11/06/2016 8:00:00 a. m.,12,102,80,0,0,355,0,258,42,57,10057,35,354,118,11/06/2016 8:00:00 a. m.,63rdStreetWeatherStation201611060800
Oak Street Weather Station,11/06/2016 8:00:00 a. m.,138,107,69,0,0,26,0,261,37,57,10058,35,0,121,11/06/2016 8:00:00 a. m.,OakStreetWeatherStation201611060800
63rd Street Weather Station,11/06/2016 9:00:00 a. m.,15,117,68,0,0,355,0,264,25,48,10056,330,354,119,11/06/2016 9:00:00 a. m.,63rdStreetWeatherStation201611060900
Oak Street Weather Station,11/06/2016 9:00:00 a. m.,15,114,65,0,0,26,0,264,32,68,10059,342,1,119,11/06/2016 9:00:00 a. m.,OakStreetWeatherStation201611060900
63rd Street Weather Station,11/06/2016 10:00:00 a. m.,171,128,61,0,0,355,0,256,23,35,10059,439,355,118,11/06/2016 10:00:00 a. m.,63rdStreetWeatherStation201611061000
Oak Street Weather Station,11/06/2016 10:00:00 a. m.,17,123,58,0,0,26,0,259,31,47,10062,431,1,12,11/06/2016 10:00:00 a. m.,OakStreetWeatherStation201611061000
63rd Street Weather Station,11/06/2016 11:00:00 a. m.,185,132,55,0,0,355,0,260,3,41,10055,505,355,118,11/06/2016 11:00:00 a. m.,63rdStreetWeatherStation201611061100
Oak Street Weather Station,11/06/2016 11:00:00 a. m.,163,132,72,0,0,26,0,109,13,18,10058,462,1,12,11/06/2016 11:00:00 a. m.,OakStreetWeatherStation201611061100
63rd Street Weather Station,11/06/2016 12:00:00 p. m.,198,135,49,0,0,355,0,251,28,38,10047,519,354,118,11/06/2016 12:00:00 p. m.,63rdStreetWeatherStation201611061200
Oak Street Weather Station,11/06/2016 12:00:00 p. m.,16,135,76,0,0,26,0,86,6,16,10049,29,1,12,11/06/2016 12:00:00 p. m.,OakStreetWeatherStation201611061200
63rd Street Weather Station,11/06/2016 1:00:00 p. m.,205,141,49,0,0,355,0,263,23,39,10041,474,354,119,11/06/2016 1:00:00 p. m.,63rdStreetWeatherStation201611061300
Oak Street Weather Station,11/06/2016 1:00:00 p. m.,181,138,63,0,0,26,0,91,12,22,10046,402,1,12,11/06/2016 1:00:00 p. m.,OakStreetWeatherStation201611061300
63rd Street Weather Station,11/06/2016 2:00:00 p. m.,207,139,47,0,0,355,0,217,26,41,10039,378,354,12,11/06/2016 2:00:00 p. m.,63rdStreetWeatherStation201611061400
Oak Street Weather Station,11/06/2016 2:00:00 p. m.,187,135,56,0,0,26,0,117,22,3,10041,22,1,122,11/06/2016 2:00:00 p. m.,OakStreetWeatherStation201611061400
63rd Street Weather Station,11/06/2016 3:00:00 p. m.,208,14,47,0,0,355,0,212,31,5,10036,240,353,12,11/06/2016 3:00:00 p. m.,63rdStreetWeatherStation201611061500
Oak Street Weather Station,11/06/2016 3:00:00 p. m.,186,137,58,0,0,26,0,120,26,35,10038,18,1,121,11/06/2016 3:00:00 p. m.,OakStreetWeatherStation201611061500
63rd Street Weather Station,11/06/2016 4:00:00 p. m.,173,137,67,0,0,355,0,159,11,23,10035,87,353,12,11/06/2016 4:00:00 p. m.,63rdStreetWeatherStation201611061600
Oak Street Weather Station,11/06/2016 4:00:00 p. m.,187,136,57,0,0,26,0,123,2,27,10038,11,1,121,11/06/2016 4:00:00 p. m.,OakStreetWeatherStation201611061600
63rd Street Weather Station,11/06/2016 5:00:00 p. m.,163,13,69,0,0,355,0,152,13,21,10035,2,354,119,11/06/2016 5:00:00 p. m.,63rdStreetWeatherStation201611061700
